Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1749396466,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,80,80,2700.0,2686.5831425006036,2670.143499970436,2727.464900002815,0.0
1749396467,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,80,80,2700.0,2686.5831425006036,2670.143499970436,2727.464900002815,0.0
1749396468,10,,Aggregated,3.900000,3.900000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,87,87,2700.0,2686.9380827618484,2670.143499970436,2727.464900002815,0.0
1749396469,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,90,90,2700.0,2687.2799066710286,2670.143499970436,2727.464900002815,0.0
1749396470,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,90,90,2700.0,2687.2799066710286,2670.143499970436,2727.464900002815,0.0
1749396471,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,98,98,2700.0,2686.4335091893886,2670.143499970436,2727.464900002815,0.0
1749396472,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,100,100,2700.0,2686.320002004504,2670.143499970436,2727.464900002815,0.0
1749396473,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,100,100,2700.0,2686.320002004504,2670.143499970436,2727.464900002815,0.0
1749396474,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,105,105,2700.0,2686.4222914324187,2670.143499970436,2727.464900002815,0.0
1749396475,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,110,110,2700.0,2686.439351822165,2670.143499970436,2727.464900002815,0.0
1749396476,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,110,110,2700.0,2686.439351822165,2670.143499970436,2727.464900002815,0.0
1749396477,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,117,117,2700.0,2686.685103422596,2670.143499970436,2727.464900002815,0.0
1749396478,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,120,120,2700.0,2686.9096383365104,2670.143499970436,2727.464900002815,0.0
1749396479,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,120,120,2700.0,2686.9096383365104,2670.143499970436,2727.464900002815,0.0
1749396480,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,127,127,2700.0,2686.487166144093,2670.143499970436,2727.464900002815,0.0
1749396481,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,130,130,2700.0,2686.486663080107,2670.143499970436,2727.464900002815,0.0
1749396482,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,130,130,2700.0,2686.486663080107,2670.143499970436,2727.464900002815,0.0
1749396483,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,137,137,2700.0,2686.5672306599517,2670.143499970436,2727.464900002815,0.0
1749396484,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,140,140,2700.0,2686.649620002468,2670.143499970436,2727.464900002815,0.0
1749396485,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,140,140,2700.0,2686.649620002468,2670.143499970436,2727.464900002815,0.0
1749396486,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,147,147,2700.0,2686.5261013621184,2670.143499970436,2727.464900002815,0.0
1749396487,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,150,150,2700.0,2686.6135320013077,2670.143499970436,2727.464900002815,0.0
1749396488,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,150,150,2700.0,2686.6135320013077,2670.143499970436,2727.464900002815,0.0
1749396489,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,157,157,2700.0,2686.8597012744317,2670.143499970436,2727.464900002815,0.0
1749396490,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,160,160,2700.0,2687.0019287503965,2670.143499970436,2727.464900002815,0.0
1749396491,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,160,160,2700.0,2687.0019287503965,2670.143499970436,2727.464900002815,0.0
1749396492,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,167,167,2700.0,2687.0959155689534,2670.143499970436,2727.464900002815,0.0
1749396493,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,170,170,2700.0,2687.0214888237088,2670.143499970436,2727.464900002815,0.0
1749396494,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,170,170,2700.0,2687.0214888237088,2670.143499970436,2727.464900002815,0.0
1749396495,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,177,177,2700.0,2686.677675141748,2670.143499970436,2727.464900002815,0.0
1749396496,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,180,180,2700.0,2686.5012805559672,2670.143499970436,2727.464900002815,0.0
1749396497,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,180,180,2700.0,2686.5012805559672,2670.143499970436,2727.464900002815,0.0
1749396498,10,,Aggregated,3.600000,3.600000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,186,186,2700.0,2686.699817204968,2670.143499970436,2727.464900002815,0.0
1749396499,10,,Aggregated,3.600000,3.600000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,190,190,2700.0,2686.9293284216456,2670.143499970436,2727.464900002815,0.0
1749396500,10,,Aggregated,3.600000,3.600000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,190,190,2700.0,2686.9293284216456,2670.143499970436,2727.464900002815,0.0
1749396501,10,,Aggregated,3.600000,3.600000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,194,194,2700.0,2687.0670350527716,2670.143499970436,2727.464900002815,0.0
1749396502,10,,Aggregated,3.600000,3.600000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,200,200,2700.0,2687.218829001067,2670.143499970436,2727.464900002815,0.0
1749396503,10,,Aggregated,3.600000,3.600000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,200,200,2700.0,2687.218829001067,2670.143499970436,2727.464900002815,0.0
1749396504,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,204,204,2700.0,2687.14324558923,2670.143499970436,2727.464900002815,0.0
1749396505,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,210,210,2700.0,2686.970903334718,2670.143499970436,2727.464900002815,0.0
1749396506,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,210,210,2700.0,2686.970903334718,2670.143499970436,2727.464900002815,0.0
1749396507,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,215,215,2700.0,2686.964635351175,2670.143499970436,2727.464900002815,0.0
1749396508,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,220,220,2700.0,2686.987356366907,2670.143499970436,2727.464900002815,0.0
1749396509,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,220,220,2700.0,2686.987356366907,2670.143499970436,2727.464900002815,0.0
1749396510,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,225,225,2700.0,2687.054682669954,2670.143499970436,2727.464900002815,0.0
1749396511,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,230,230,2700.0,2686.763591307175,2670.143499970436,2727.464900002815,0.0
1749396512,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,230,230,2700.0,2686.763591307175,2670.143499970436,2727.464900002815,0.0
1749396513,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,234,234,2700.0,2686.770732908084,2670.143499970436,2727.464900002815,0.0
1749396514,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,240,240,2700.0,2686.5681733353995,2670.143499970436,2727.464900002815,0.0
1749396515,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,240,240,2700.0,2686.5681733353995,2670.143499970436,2727.464900002815,0.0
1749396516,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,243,243,2700.0,2686.5377316894314,2670.143499970436,2727.464900002815,0.0
1749396517,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,250,250,2700.0,2686.635870001279,2670.143499970436,2727.464900002815,0.0
1749396518,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,250,250,2700.0,2686.635870001279,2670.143499970436,2727.464900002815,0.0
1749396519,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,253,253,2700.0,2686.7249375508304,2670.143499970436,2727.464900002815,0.0
1749396520,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,260,260,2700.0,2686.553871538938,2670.143499970436,2727.464900002815,0.0
1749396521,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,260,260,2700.0,2686.553871538938,2670.143499970436,2727.464900002815,0.0
1749396522,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,262,262,2700.0,2686.6129553443147,2670.143499970436,2727.464900002815,0.0
1749396523,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,270,270,2700.0,2686.708697408041,2670.143499970436,2727.464900002815,0.0
1749396524,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,270,270,2700.0,2686.708697408041,2670.143499970436,2727.464900002815,0.0
1749396525,10,,Aggregated,3.600000,3.600000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,272,272,2700.0,2686.7407922798197,2670.143499970436,2727.464900002815,0.0
1749396526,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,279,279,2700.0,2686.804492832295,2670.143499970436,2727.464900002815,0.0
1749396527,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,280,280,2700.0,2686.8527228582284,2670.143499970436,2727.464900002815,0.0
1749396528,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,282,282,2700.0,2686.8132666679735,2670.143499970436,2727.464900002815,0.0
1749396529,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,289,289,2700.0,2686.530380624598,2670.143499970436,2727.464900002815,0.0
1749396530,10,,Aggregated,3.100000,3.100000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,290,290,2700.0,2686.481498967423,2670.143499970436,2727.464900002815,0.0
1749396531,10,,Aggregated,3.600000,3.600000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,293,293,2700.0,2686.4424737221198,2670.143499970436,2727.464900002815,0.0
1749396532,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,299,299,2700.0,2686.3035444831353,2669.668799964711,2727.464900002815,0.0
1749396533,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,300,300,2700.0,2686.322887001637,2669.668799964711,2727.464900002815,0.0
1749396534,10,,Aggregated,3.600000,3.600000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,303,303,2700.0,2686.427988450461,2669.668799964711,2727.464900002815,0.0
1749396535,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,310,310,2700.0,2686.6401858083273,2669.668799964711,2727.464900002815,0.0
1749396536,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,310,310,2700.0,2686.6401858083273,2669.668799964711,2727.464900002815,0.0
1749396537,10,,Aggregated,3.400000,3.400000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,313,313,2700.0,2686.7946862639596,2669.668799964711,2727.464900002815,0.0
1749396538,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,320,320,2700.0,2686.8141040653427,2669.668799964711,2727.464900002815,0.0
1749396539,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,320,320,2700.0,2686.8141040653427,2669.668799964711,2727.464900002815,0.0
1749396540,10,,Aggregated,3.400000,3.400000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,322,322,2700.0,2686.743275157931,2669.668799964711,2727.464900002815,0.0
1749396541,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,330,330,2700.0,2686.4602439412424,2669.668799964711,2727.464900002815,0.0
1749396542,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,330,330,2700.0,2686.4602439412424,2669.668799964711,2727.464900002815,0.0
1749396543,10,,Aggregated,3.400000,3.400000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,332,332,2700.0,2686.4389728934293,2669.668799964711,2727.464900002815,0.0
1749396544,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,340,340,2700.0,2686.229843825362,2669.668799964711,2727.464900002815,0.0
1749396545,10,,Aggregated,3.300000,3.300000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,340,340,2700.0,2686.229843825362,2669.668799964711,2727.464900002815,0.0
1749396546,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,342,342,2700.0,2686.248799124583,2669.668799964711,2727.464900002815,0.0
1749396547,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,350,350,2700.0,2686.435214573451,2669.668799964711,2727.464900002815,0.0
1749396548,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,350,350,2700.0,2686.435214573451,2669.668799964711,2727.464900002815,0.0
1749396549,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,352,352,2700.0,2686.4443099452315,2669.668799964711,2727.464900002815,0.0
1749396550,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,360,360,2700.0,2686.4446636130906,2669.668799964711,2727.464900002815,0.0
1749396551,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,360,360,2700.0,2686.4446636130906,2669.668799964711,2727.464900002815,0.0
1749396552,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,362,362,2700.0,2686.4513019353885,2669.668799964711,2727.464900002815,0.0
1749396553,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,370,370,2700.0,2686.6589162174637,2669.668799964711,2727.464900002815,0.0
1749396554,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,370,370,2700.0,2686.6589162174637,2669.668799964711,2727.464900002815,0.0
1749396555,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,372,372,2700.0,2686.641090861221,2669.668799964711,2727.464900002815,0.0
1749396556,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,380,380,2700.0,2686.721258158918,2669.668799964711,2727.464900002815,0.0
1749396557,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,380,380,2700.0,2686.721258158918,2669.668799964711,2727.464900002815,0.0
1749396558,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,382,382,2700.0,2686.7143167548506,2669.668799964711,2727.464900002815,0.0
1749396559,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,390,390,2700.0,2686.675861282931,2669.668799964711,2727.464900002815,0.0
1749396560,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,390,390,2700.0,2686.675861282931,2669.668799964711,2727.464900002815,0.0
1749396561,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,392,392,2700.0,2686.70011173556,2669.668799964711,2727.464900002815,0.0
1749396562,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,400,400,2700.0,2686.5431410004385,2669.668799964711,2727.464900002815,0.0
1749396563,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,400,400,2700.0,2686.5431410004385,2669.668799964711,2727.464900002815,0.0
1749396564,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,402,402,2700.0,2686.4758935329546,2669.668799964711,2727.464900002815,0.0
1749396565,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,410,410,2700.0,2686.200508049678,2669.4687000708655,2727.464900002815,0.0
1749396566,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,410,410,2700.0,2686.200508049678,2669.4687000708655,2727.464900002815,0.0
1749396567,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,412,412,2700.0,2686.269232282727,2669.4687000708655,2727.464900002815,0.0
1749396568,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,418,418,2700.0,2686.379052632885,2667.7002999931574,2727.464900002815,0.0
1749396569,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,420,420,2700.0,2686.410376667932,2667.7002999931574,2727.464900002815,0.0
1749396570,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,422,422,2700.0,2686.4096305699427,2667.7002999931574,2727.464900002815,0.0
1749396571,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,429,429,2700.0,2686.4927645706484,2667.7002999931574,2727.464900002815,0.0
1749396572,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,430,430,2700.0,2686.4982811647446,2667.7002999931574,2727.464900002815,0.0
1749396573,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,432,432,2700.0,2686.469705557371,2667.7002999931574,2727.464900002815,0.0
1749396574,10,,Aggregated,3.800000,3.800000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,436,436,2700.0,2686.368428442495,2667.7002999931574,2727.464900002815,0.0
1749396575,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,440,440,2700.0,2686.4172550018834,2667.7002999931574,2727.464900002815,0.0
1749396576,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,442,442,2700.0,2686.4675122188883,2667.7002999931574,2727.464900002815,0.0
1749396577,10,,Aggregated,3.700000,3.700000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,447,447,2700.0,2686.4511120819093,2667.7002999931574,2727.464900002815,0.0
1749396578,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,450,450,2700.0,2686.459389112424,2667.7002999931574,2727.464900002815,0.0
1749396579,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,452,452,2700.0,2686.4522865054455,2667.7002999931574,2727.464900002815,0.0
1749396580,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,456,456,2700.0,2686.359511185417,2667.7002999931574,2727.464900002815,0.0
1749396581,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,460,460,2700.0,2686.2938386967667,2667.7002999931574,2727.464900002815,0.0
1749396582,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,462,462,2700.0,2686.2956225122143,2667.7002999931574,2727.464900002815,0.0
1749396583,10,,Aggregated,3.500000,3.500000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,466,466,2700.0,2686.30132983017,2667.7002999931574,2727.464900002815,0.0
1749396584,10,,Aggregated,3.000000,3.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,470,470,2700.0,2686.299101278394,2667.7002999931574,2727.464900002815,0.0
1749396585,10,,Aggregated,3.200000,3.200000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,472,472,2700.0,2686.244075849033,2667.7002999931574,2727.464900002815,0.0
